Customer_ID   Employee_ID    Order_ID       Product_ID     Quantity  Total_Retail_Price  CostPrice_Per_Unit  Discount  Order_Type  Order_Date   Delivery_Date  Shipping  Profit
12386         99999999       1235963427     220130700024   3         313.8               49.8                .         2           31MAY2012    01JUN2012      31.38     164.4
12386         99999999       1235963427     220130900029   1         31.4                12.55               .         2           31MAY2012    01JUN2012      8.95      18.85
183           120127         1236017640     220131400092   1         57.7                25.7                .         1           06JUN2012    06JUN2012      8.95      32
9             99999999       1236028541     230100500056   2         16                  3.5                 .         3           07JUN2012    12JUN2012      6.95      9
10            121136         1236055696     240800100041   1         292.5               121.75              .         1           09JUN2012    09JUN2012      29.25     170.75
908           99999999       1236066649     230100300010   1         46.7                18.75               .         2           10JUN2012    14JUN2012      8.95      27.95
36            99999999       1236113431     230100200066   2         25.8                5.45                .         3           15JUN2012    18JUN2012      6.95      14.9
26148         99999999       1236128445     240200100053   2         174.4               44.95               .         2           17JUN2012    19JUN2012      17.95     84.5
16            99999999       1236128456     230100500006   2         16.8                3.45                .         2           17JUN2012    19JUN2012      6.95      9.9
16            99999999       1236128456     230100600016   2         154                 38.6                .         2           17JUN2012    19JUN2012      17.95     76.8
23            99999999       1236183578     240500100026   2         110.4               24.5                .         2           22JUN2012    27JUN2012      12.95     61.4
23            99999999       1236183578     240500200007   3         28.5                4.55                .         2           22JUN2012    27JUN2012      6.95      14.85
41            120131         1236216065     240200100118   1         175.5               89.55               .         1           26JUN2012    26JUN2012      17.95     85.95
92            121051         1236349115     240200100221   4         396                 49.6                .         1           08JUL2012    08JUL2012      39.6      197.6
92            121051         1236349115     240200200024   2         250.8               12.5                .         1           08JUL2012    08JUL2012      25.08     225.8
111           120123         1236369939     240100100365   1         191.6               87.4                .         1           11JUL2012    11JUL2012      17.95     104.2
111           120123         1236369939     240100400037   1         231                 113.65              .         1           11JUL2012    11JUL2012      23.1      117.35
70108         99999999       1236483576     240200200071   4         74.8                10                  .         2           22JUL2012    02AUG2012      10.95     34.8
9             99999999       1236673732     230100700008   3         1542.6              250.7               .         3           10AUG2012    15AUG2012      154.26    790.5
9             99999999       1236673732     230100700011   2         550.2               113.45              .         3           10AUG2012    15AUG2012      55.02     323.3
70221         99999999       1236694462     240200100056   2         82.4                19.9                .         3           12AUG2012    14AUG2012      10.95     42.6
34            121027         1236701935     210200300052   2         43.8                11.05               .         1           12AUG2012    12AUG2012      8.95      21.7
183           120136         1236783056     240300200058   2         183.6               41.7                .         1           21AUG2012    21AUG2012      17.95     100.2
183           120136         1236783056     240300300090   3         1561.8              237.05              .         1           21AUG2012    21AUG2012      156.18    850.65
215           120170         1236852196     240600100016   1         55.3                21.9                .         1           28AUG2012    28AUG2012      8.95      33.4
3959          99999999       1236923123     240100100031   1         3.7                 1.3                 .         3           03SEP2012    04SEP2012      6.95      2.4
70165         99999999       1236965430     240200100050   2         27                  6.65                .         3           08SEP2012    18SEP2012      6.95      13.7
79            99999999       1237165927     240500100057   2         76.8                17.1                .         3           27SEP2012    08OCT2012      10.95     42.6
111           120143         1237218771     230100500072   1         26.1                11.9                .         1           03OCT2012    03OCT2012      6.95      14.2
195           120124         1237272696     240100400069   2         186.6               39.95               .         1           08OCT2012    08OCT2012      17.95     106.7
195           120124         1237272696     240100400142   2         338.8               84.85               .         1           08OCT2012    08OCT2012      33.88     169.1
10            121043         1237327705     220130100298   1         52.9                26.55               .         1           13OCT2012    13OCT2012      8.95      26.35
10            121043         1237327705     220130100617   1         37.3                18.75               .         1           13OCT2012    13OCT2012      8.95      18.55
2618          99999999       1237331045     240100100366   1         16.3                7.8                 .         3           13OCT2012    18OCT2012      6.95      8.5
41            120145         1237370327     230100600031   1         88.5                42.45               .         1           18OCT2012    18OCT2012      10.95     46.05
171           99999999       1237450174     220130800001   2         77.2                18.35               .         3           26OCT2012    30OCT2012      10.95     40.5
171           99999999       1237450174     220131400349   1         11.9                4.8                 .         3           26OCT2012    30OCT2012      6.95      7.1
908           99999999       1237478988     230100200004   1         99.9                50.05               .         2           28OCT2012    01NOV2012      12.95     49.85
1100          99999999       1237507462     230100400025   3         51                  6.6                 .         2           31OCT2012    02NOV2012      8.95      31.2
1100          99999999       1237507462     230100700009   1         568.1               289.95              .         2           31OCT2012    02NOV2012      56.81     278.15
79            121081         1237517484     240400300013   1         54.3                22.6                .         1           01NOV2012    01NOV2012      8.95      31.7
65            99999999       1237664026     230100200004   1         99.9                50.05               .         3           16NOV2012    22NOV2012      12.95     49.85
10            99999999       1237670443     240800200034   1         74.8                34                  .         2           16NOV2012    21NOV2012      10.95     40.8
53            120190         1237695520     220200100129   3         240                 39.45               .         1           19NOV2012    19NOV2012      24        121.65
10            99999999       1237751376     240100400043   1         279.3               138.1               .         2           24NOV2012    29NOV2012      27.93     141.2
56            121027         1237789102     210200300007   1         50.4                25.3                .         1           28NOV2012    28NOV2012      8.95      25.1
9             99999999       1237825036     240400300039   2         39.2                7.9                 .         3           02DEC2012    07DEC2012      8.95      23.4
5             121041         1237890730     220131400265   2         74.2                16.55               .         1           08DEC2012    08DEC2012      10.95     41.1
5             121041         1237890730     220131400387   4         50.4                5.85                .         1           08DEC2012    08DEC2012      8.95      27
29            99999999       1237894107     220130700027   2         119                 29.85               .         2           09DEC2012    14DEC2012      12.95     59.3
70187         99999999       1237894966     240200100050   2         19.98               6.65                0.3       2           09DEC2012    14DEC2012      6.95      6.68
23            99999999       1237928021     240800100074   3         949.8               126.7               .         2           12DEC2012    17DEC2012      94.98     569.7
23            99999999       1237928021     240800200037   3         164.4               23.75               .         2           12DEC2012    17DEC2012      17.95     93.15
41            120158         1237974997     240400300013   3         162.9               22.6                .         1           17DEC2012    17DEC2012      17.95     95.1
36            99999999       1237989406     230100100018   2         318.2               67.4                .         3           18DEC2012    21DEC2012      31.82     183.4
46966         99999999       1238013821     240200200026   3         312                 41.65               .         3           21DEC2012    22DEC2012      31.2      187.05
9             99999999       1238053337     230100700008   1         514.2               250.7               .         3           25DEC2012    30DEC2012      51.42     263.5
41            99999999       1238161695     240100100477   2         17                  3.3                 .         2           06JAN2013    10JAN2013      6.95      10.4
63            121064         1238168538     230100200073   1         46.9                20.2                .         1           06JAN2013    06JAN2013      8.95      26.7
10            121106         1238231237     240700200021   1         19.6                10.55               .         1           14JAN2013    14JAN2013      6.95      9.05
88            121039         1238255107     220130100581   1         38.7                19.45               .         1           17JAN2013    17JAN2013      8.95      19.25
215           120127         1238273927     220130700022   3         170.7               24.1                .         1           20JAN2013    20JAN2013      17.95     98.4
70210         99999999       1238305578     240200100246   1         16.2                7.9                 .         3           24JAN2013    25JAN2013      6.95      8.3
52            121025         1238319276     240100100305   1         8.9                 4.1                 .         1           25JAN2013    25JAN2013      6.95      4.8
89            121106         1238319281     240700100007   1         22.85               9.3                 .         1           25JAN2013    25JAN2013      6.95      13.55
111           120127         1238353296     220131300001   2         67.2                14.95               .         1           30JAN2013    30JAN2013      10.95     37.3
111           120127         1238353296     220131400138   3         140.1               23.45               .         1           30JAN2013    30JAN2013      15.95     69.75
31            121044         1238367238     220130800001   1         38.6                18.35               .         1           31JAN2013    31JAN2013      8.95      20.25
19            99999999       1238370259     230100600028   1         96.7                48.45               .         3           01FEB2013    06FEB2013      12.95     48.25
41            120151         1238377562     230100600016   2         154                 38.6                .         1           02FEB2013    02FEB2013      17.95     76.8
10            121073         1238393448     230100500094   1         86.6                34.1                .         1           03FEB2013    03FEB2013      10.95     52.5
19            99999999       1238426415     230100700011   1         283.3               116.85              .         3           08FEB2013    13FEB2013      28.33     166.45
52            121042         1238440880     220130100530   1         52.2                26.2                .         1           09FEB2013    09FEB2013      8.95      26
50            99999999       1238474357     230100700011   2         566.6               116.85              .         2           14FEB2013    15FEB2013      56.66     332.9
71            121054         1238510159     240300200009   1         48.7                18.15               .         1           18FEB2013    18FEB2013      8.95      30.55
71            121054         1238510159     240300300024   1         54.1                23                  .         1           18FEB2013    18FEB2013      8.95      31.1
19            99999999       1238553101     240400200091   1         217                 90.4                .         3           24FEB2013    01MAR2013      21.7      126.6
88            121033         1238605995     210201400004   1         47.9                20.9                .         1           02MAR2013    02MAR2013      8.95      27
88            121023         1238637449     240100400151   1         419                 209.45              .         1           06MAR2013    06MAR2013      41.9      209.55
12            121069         1238646479     230100200043   1         56.7                27.25               .         1           07MAR2013    07MAR2013      8.95      29.45
90            121072         1238646484     230100300013   1         24.8                5                   .         1           07MAR2013    07MAR2013      6.95      19.8
53            120121         1238674844     240100100508   1         48.3                19.25               .         1           11MAR2013    11MAR2013      8.95      29.05
12            121051         1238678581     240200100181   1         109.3               56.6                .         1           11MAR2013    11MAR2013      12.95     52.7
12            121051         1238678581     240200200080   2         187.6               9.4                 .         1           11MAR2013    11MAR2013      17.95     168.8
10            121044         1238686430     220131400201   1         40.6                18.05               .         1           12MAR2013    12MAR2013      8.95      22.55
2806          99999999       1238696385     240100100312   2         36.2                7.7                 .         2           13MAR2013    17MAR2013      8.95      20.8
53            120127         1238712056     220130100185   1         97.6                48.9                .         1           16MAR2013    16MAR2013      12.95     48.7
53            120127         1238712056     220130700002   1         186.8               89.1                .         1           16MAR2013    16MAR2013      17.95     97.7
195           120177         1238735750     240700400020   2         155.6               40.5                .         1           19MAR2013    19MAR2013      17.95     74.6
928           99999999       1238797437     230100100063   2         767.8               176.05              .         2           26MAR2013    30MAR2013      76.78     415.7
52            121024         1238805678     240100100714   1         92.8                39.85               .         1           27MAR2013    27MAR2013      12.95     52.95
52            121024         1238805678     240100400006   1         229.1               113.25              .         1           27MAR2013    27MAR2013      22.91     115.85
89            121039         1238805703     220131400285   1         59.4                27.05               .         1           27MAR2013    27MAR2013      8.95      32.35
14703         99999999       1238812262     220130100309   1         96.3                48.25               .         2           28MAR2013    31MAR2013      12.95     48.05
14703         99999999       1238812262     220131400373   1         51.8                23.65               .         2           28MAR2013    31MAR2013      8.95      28.15
88            121056         1238846184     220200100035   1         62.6                31.4                .         1           01APR2013    01APR2013      10.95     31.2
70187         99999999       1238856867     220131000002   1         17.7                8                   .         2           03APR2013    08APR2013      6.95      9.7
39            121105         1238870441     240700200007   1         5.1                 2.2                 .         1           04APR2013    04APR2013      6.95      2.9
3959          99999999       1238872273     240100100434   1         16.4                8.05                .         3           04APR2013    06APR2013      6.95      8.35
89            121042         1238910092     220130100309   2         192.6               48.25               .         1           09APR2013    09APR2013      17.95     96.1
89            121042         1238910092     220131400363   2         78                  16.95               .         1           09APR2013    09APR2013      10.95     44.1
215           120172         1238928257     240600100181   1         37.4                16.3                .         1           12APR2013    12APR2013      8.95      21.1
29            99999999       1238968334     220130100025   1         17.4                8.8                 .         2           17APR2013    21APR2013      6.95      8.6
29            99999999       1238985782     240100100703   1         79.9                34.3                .         2           19APR2013    23APR2013      10.95     45.6
19            99999999       1239003827     230100600016   1         77                  38.6                .         3           21APR2013    26APR2013      10.95     38.4
70221         99999999       1239018454     240200100073   1         22.3                12.6                .         3           23APR2013    25APR2013      6.95      9.7
70221         99999999       1239018454     240200200068   1         313.8               159.15              .         3           23APR2013    25APR2013      31.38     154.65
12            121030         1239057268     210200500006   2         48                  11.95               .         1           27APR2013    27APR2013      8.95      24.1
29            99999999       1239172417     240100100148   2         51.6                10.95               .         2           12MAY2013    16MAY2013      8.95      29.7
39            99999999       1239179935     240700300002   1         21.99               7.25                .         2           12MAY2013    17MAY2013      6.95      14.74
52            121040         1239194032     220130100192   1         27.4                13.8                .         1           14MAY2013    14MAY2013      6.95      13.6
90            121020         1239201604     240100400129   3         712.2               111                 .         1           15MAY2013    15MAY2013      71.22     379.2
29            99999999       1239220388     240100100184   1         190.4               88.8                .         2           18MAY2013    22MAY2013      17.95     101.6
20            99999999       1239226632     220200100190   3         190.5               29.95               .         3           18MAY2013    24MAY2013      17.95     100.65
63            121087         1239248786     240500100015   3         174.3               25.8                .         1           21MAY2013    21MAY2013      17.95     96.9
63            121087         1239248786     240500200093   1         41.7                19.75               .         1           21MAY2013    21MAY2013      8.95      21.95
41            120152         1239258470     240400200003   1         6.2                 3                   .         1           23MAY2013    23MAY2013      6.95      3.2
53            120143         1239266107     230100600038   1         112.5               54.95               .         1           24MAY2013    24MAY2013      12.95     57.55
45            121075         1239312711     230100600016   3         231                 38.6                .         1           29MAY2013    29MAY2013      23.1      115.2
45            121075         1239312711     230100700011   3         849.9               116.85              .         1           29MAY2013    29MAY2013      84.99     499.35
1100          99999999       1239320891     230100200006   3         279.3               46.65               .         2           30MAY2013    01JUN2013      27.93     139.35
52            121037         1239346133     220130100273   3         116.4               19.5                .         1           02JUN2013    02JUN2013      12.95     57.9
52            121037         1239346133     220130300042   1         208.6               84.35               .         1           02JUN2013    02JUN2013      20.86     124.25
183           120143         1239353855     230100500066   1         12.7                6.1                 .         1           04JUN2013    04JUN2013      6.95      6.6
89            121105         1239368476     240700100012   3         65.97               9.1                 .         1           05JUN2013    05JUN2013      10.95     38.67
52            121105         1239408849     240700100017   2         53.2                11.4                .         1           10JUN2013    10JUN2013      8.95      30.4
29            99999999       1239410348     220130800071   1         32.8                15.7                .         2           11JUN2013    15JUN2013      8.95      17.1
88            121036         1239416627     220130800040   2         248.2               59.05               .         1           11JUN2013    11JUN2013      24.82     130.1
195           120127         1239418524     220130100536   2         408.8               102.3               .         1           12JUN2013    12JUN2013      40.88     204.2
41            99999999       1239442095     210201300198   2         120.2               26.8                .         2           15JUN2013    19JUN2013      15.95     66.6
17023         99999999       1239498112     240200200044   2         97.8                19.6                .         3           22JUN2013    27JUN2013      12.95     58.6
90            121040         1239543223     220130100635   2         172.8               43.3                .         1           27JUN2013    27JUN2013      17.95     86.2
90            121040         1239543223     220131300012   2         38.6                8.75                .         1           27JUN2013    27JUN2013      8.95      21.1
45            121127         1239615368     240800200002   1         178.88              71.55               .         1           06JUL2013    06JUL2013      17.95     107.33
88            121040         1239693951     220130900035   2         83.6                19.45               .         1           16JUL2013    16JUL2013      10.95     44.7
16            99999999       1239713046     230100500058   4         66.8                7.25                .         2           19JUL2013    20JUL2013      10.95     37.8
16            99999999       1239713046     230100500082   2         252.2               58.6                .         2           19JUL2013    20JUL2013      25.22     135
16            99999999       1239713046     230100600031   2         177                 42.45               .         2           19JUL2013    20JUL2013      17.95     92.1
71            121073         1239735632     230100700009   2         1136.2              289.95              .         1           21JUL2013    21JUL2013      113.62    556.3
13            99999999       1239744161     240400200003   1         6.2                 3                   .         2           23JUL2013    28JUL2013      6.95      3.2
13            99999999       1239744161     240400300035   2         38.2                7.7                 .         2           23JUL2013    28JUL2013      8.95      22.8
60            121036         1239765451     220131400004   2         211.4               48.15               .         1           25JUL2013    25JUL2013      21.14     115.1
60            121036         1239765451     220131400148   2         21                  4.75                .         1           25JUL2013    25JUL2013      6.95      11.5
65            99999999       1239785436     230100600031   4         354                 42.45               .         3           28JUL2013    03AUG2013      35.4      184.2
1684          99999999       1239821232     230100500013   2         18.8                4.75                .         2           01AUG2013    04AUG2013      6.95      9.3
54655         99999999       1239823829     240200200081   2         214.6               10.75               .         2           02AUG2013    05AUG2013      21.46     193.1
12            121090         1239836937     240500100043   2         52.4                8.85                .         1           03AUG2013    03AUG2013      8.95      34.7
12            121042         1239874523     220131400047   2         48.4                11.1                .         1           08AUG2013    08AUG2013      8.95      26.2
16            99999999       1239932984     220200200079   2         285.8               64.85               .         2           16AUG2013    17AUG2013      28.58     156.1
16            99999999       1239932984     220200300129   5         406                 37.05               .         2           16AUG2013    17AUG2013      40.6      220.75
52            120732         1239962634     230100500080   2         50                  12.2                .         1           19AUG2013    19AUG2013      8.95      25.6
53            99999999       1239972644     220131400237   1         102.9               46.9                .         2           21AUG2013    23AUG2013      12.95     56
90            121060         1239994933     220200300082   3         213                 32.3                .         1           23AUG2013    23AUG2013      21.3      116.1
71            99999999       1240051245     230100100028   1         250.9               104.2               .         3           30AUG2013    05SEP2013      25.09     146.7
71            99999999       1240051245     230100200022   3         359.1               56.9                .         3           30AUG2013    05SEP2013      35.91     188.4
60            121066         1240060066     230100100062   1         141.7               61                  .         1           31AUG2013    31AUG2013      15.95     80.7
544           99999999       1240137702     230100300023   1         36                  15                  .         2           10SEP2013    11SEP2013      8.95      21
70165         99999999       1240173354     240200100225   2         306.2               77.85               .         3           15SEP2013    16SEP2013      30.62     150.5
29            99999999       1240187143     240100400100   1         154.6               116.6               .         2           17SEP2013    21SEP2013      17.95     38
10            121039         1240201886     220131400339   1         32.3                14.75               .         1           18SEP2013    18SEP2013      8.95      17.55
52            121051         1240283215     240200100118   1         175.5               89.55               .         1           28SEP2013    28SEP2013      17.95     85.95
52            121051         1240283215     240200100164   2         112.2               28.15               .         1           28SEP2013    28SEP2013      12.95     55.9
52            121051         1240283215     240200100227   2         323.8               75.9                .         1           28SEP2013    28SEP2013      32.38     172
90            121071         1240306942     230100500056   1         8                   3.5                 .         1           01OCT2013    01OCT2013      6.95      4.5
90            121071         1240306942     230100600018   1         64.2                32.2                .         1           01OCT2013    01OCT2013      10.95     32
908           99999999       1240314947     230100600028   1         96.7                48.45               .         2           02OCT2013    06OCT2013      12.95     48.25
17            121074         1240314956     230100500094   1         86.6                34.1                .         1           02OCT2013    02OCT2013      10.95     52.5
10            121063         1240355393     230100600022   1         84.1                42.15               .         1           07OCT2013    07OCT2013      10.95     41.95
63            120733         1240379679     230100200004   1         99.9                50.05               .         1           10OCT2013    10OCT2013      12.95     49.85
63            120733         1240379679     230100500077   1         173                 72.75               .         1           10OCT2013    10OCT2013      17.95     100.25
89            121140         1240387741     240800200020   1         187.2               85.15               .         1           11OCT2013    11OCT2013      17.95     102.05
183           120153         1240430921     240400200093   1         155.8               64.95               .         1           17OCT2013    17OCT2013      17.95     90.85
29            99999999       1240446608     220130100553   1         35                  17.6                .         2           19OCT2013    23OCT2013      8.95      17.4
29            99999999       1240446608     220130700046   2         305.8               72.9                .         2           19OCT2013    23OCT2013      30.58     160
50            99999999       1240447572     230100200056   1         270                 125.65              .         2           19OCT2013    20OCT2013      27        144.35
10            121036         1240461993     220130300020   1         11.3                4.55                .         1           20OCT2013    20OCT2013      6.95      6.75
10            121036         1240461993     220130800009   1         52.5                24.95               .         1           20OCT2013    20OCT2013      8.95      27.55
10            121036         1240461993     220131400276   1         68.4                31.2                .         1           20OCT2013    20OCT2013      10.95     37.2
29            99999999       1240485814     220131400290   1         74.8                34.1                .         2           24OCT2013    28OCT2013      10.95     40.7
63            121033         1240509842     210200500007   1         39.4                17.8                .         1           26OCT2013    26OCT2013      8.95      21.6
50            99999999       1240512744     240300100046   2         28.8                7.05                .         2           27OCT2013    28OCT2013      6.95      14.7
89            121061         1240549230     220200100012   1         58.7                28.25               .         1           31OCT2013    31OCT2013      8.95      30.45
19            99999999       1240568966     220200100226   1         133.2               66.7                .         3           03NOV2013    08NOV2013      15.95     66.5
215           120192         1240581932     210201300199   3         124.2               18.85               .         1           05NOV2013    05NOV2013      15.95     67.65
2788          99999999       1240588370     230100500082   1         126.1               58.6                .         2           05NOV2013    07NOV2013      15.95     67.5
16            99999999       1240599396     230100700002   1         220                 135                 .         2           07NOV2013    08NOV2013      22        85
16            99999999       1240599396     230100700004   1         360                 199                 .         2           07NOV2013    08NOV2013      36        161
63            121071         1240604971     230100600030   1         86.3                41.4                .         1           07NOV2013    07NOV2013      10.95     44.9
20            121069         1240613362     230100100017   1         175.3               74.95               .         1           08NOV2013    08NOV2013      17.95     100.35
88            121086         1240692950     240500100039   1         34.5                15.4                .         1           18NOV2013    18NOV2013      8.95      19.1
544           99999999       1240782710     230100500066   1         12.7                6.1                 .         2           29NOV2013    30NOV2013      6.95      6.6
544           99999999       1240782710     230100600005   1         129.8               63.2                .         2           29NOV2013    30NOV2013      15.95     66.6
544           99999999       1240856801     230100600028   2         193.4               48.45               .         2           08DEC2013    09DEC2013      17.95     96.5
544           99999999       1240856801     230100600039   1         124.7               59.65               .         2           08DEC2013    09DEC2013      15.95     65.05
1100          99999999       1240870047     230100100015   2         213.8               45.5                .         2           10DEC2013    12DEC2013      21.38     122.8
52            121030         1240886449     210200200023   1         19.8                8.25                .         1           12DEC2013    12DEC2013      6.95      11.55
52            121044         1240903120     220130100592   2         62.2                15.65               .         1           14DEC2013    14DEC2013      10.95     30.9
52            121044         1240903120     220130100629   4         213.2               26.75               .         1           14DEC2013    14DEC2013      21.32     106.2
16            99999999       1240961599     230100200025   4         1103.6              125.25              .         2           22DEC2013    23DEC2013      110.36    602.6
16            99999999       1240961599     230100600015   1         78.2                39.2                .         2           22DEC2013    23DEC2013      10.95     39
24            99999999       1241054779     240800200021   2         195.6               42.45               .         3           02JAN2014    05JAN2014      17.95     110.7
89            121135         1241063739     240800200035   6         160.8               12.15               .         1           03JAN2014    04JAN2014      17.95     87.9
171           120134         1241066216     240200100225   2         306.2               77.85               .         1           04JAN2014    04JAN2014      30.62     150.5
53            99999999       1241086052     210200500002   3         37.8                5.7                 .         3           06JAN2014    09JAN2014      8.95      20.7
53            120131         1241147641     240200200091   2         362.6               72.6                .         1           13JAN2014    13JAN2014      36.26     217.4
171           120136         1241235281     240300100001   1         72.6                36.25               .         1           23JAN2014    30JAN2014      10.95     36.35
111           120164         1241244297     240500100041   2         258.2               51.7                .         1           24JAN2014    24JAN2014      25.82     154.8
111           120164         1241244297     240500200042   2         81.2                19.35               .         1           24JAN2014    24JAN2014      10.95     42.5
111           120164         1241244297     240500200101   3         358.2               49.75               .         1           24JAN2014    24JAN2014      35.82     208.95
3959          99999999       1241263172     240100400004   1         102.4               51.15               .         3           25JAN2014    26JAN2014      12.95     51.25
3959          99999999       1241263172     240100400062   1         113.2               54                  .         3           25JAN2014    26JAN2014      12.95     59.2
27            99999999       1241286432     240800200009   2         174.4               34.9                .         3           28JAN2014    02FEB2014      17.95     104.6
2806          99999999       1241298131     240100400058   1         37.4                29.65               .         2           29JAN2014    08FEB2014      8.95      7.75
12            121043         1241359997     220130100105   1         117.6               58.9                .         1           05FEB2014    05FEB2014      12.95     58.7
171           120124         1241371145     240100400046   2         656.6               165.95              .         1           07FEB2014    07FEB2014      65.66     324.7
171           120124         1241371145     240100400085   2         129                 30.95               .         1           07FEB2014    07FEB2014      15.95     67.1
41            120131         1241390440     240200100046   2         36.2                9.15                .         1           09FEB2014    09FEB2014      8.95      17.9
18            121042         1241461856     220130100523   1         29.4                14.8                .         1           16FEB2014    17FEB2014      6.95      14.6
171           120127         1241561055     220131400088   5         192                 17.5                .         1           28FEB2014    28FEB2014      17.95     104.5
24            99999999       1241623505     240700400017   1         46.9                21.95               .         3           06MAR2014    09MAR2014      8.95      24.95
70100         99999999       1241645664     240200200020   1         150.1               14                  .         2           09MAR2014    13MAR2014      17.95     136.1
27            99999999       1241652707     240700400017   3         140.7               21.95               .         3           09MAR2014    14MAR2014      15.95     74.85
10            121040         1241686210     220130100235   1         32.6                16.4                .         1           13MAR2014    19MAR2014      8.95      16.2
92            121106         1241715610     240700200019   1         16.9                8.6                 .         1           16MAR2014    16MAR2014      6.95      8.3
31            121025         1241731828     240100100410   1         22.7                10.4                .         1           18MAR2014    18MAR2014      6.95      12.3
31            121025         1241731828     240100100665   1         41.5                17.25               .         1           18MAR2014    18MAR2014      8.95      24.25
17023         99999999       1241789227     240200100211   1         121                 60.65               .         3           25MAR2014    30MAR2014      15.95     60.35
56            121051         1241895594     240200100034   2         24.4                4.45                .         1           05APR2014    09APR2014      6.95      15.5
56            121051         1241895594     240200100050   1         13.5                6.65                .         1           05APR2014    09APR2014      6.95      6.85
46966         99999999       1241909303     240200200081   1         107.3               10.75               .         3           07APR2014    08APR2014      12.95     96.55
27            99999999       1241930625     220200100012   1         58.7                28.25               .         3           09APR2014    14APR2014      8.95      30.45
27            99999999       1241930625     220200100171   1         56.3                31.05               .         3           09APR2014    14APR2014      8.95      25.25
27            99999999       1241930625     220200200014   1         90                  40.9                .         3           09APR2014    14APR2014      10.95     49.1
171           120152         1241977403     240400300035   1         19.1                7.7                 .         1           15APR2014    15APR2014      6.95      11.4
10            121040         1242012259     220130300037   2         231.6               48.7                .         1           18APR2014    18APR2014      23.16     134.2
10            121040         1242012259     220131400032   2         19.2                4.85                .         1           18APR2014    18APR2014      6.95      9.5
45            121040         1242012269     220130300019   4         142.4               16.7                .         1           18APR2014    18APR2014      15.95     75.6
45            121040         1242012269     220131400216   3         73.8                11.3                .         1           18APR2014    18APR2014      10.95     39.9
183           120132         1242035131     240200200061   1         147.1               58.85               .         1           21APR2014    21APR2014      15.95     88.25
31            99999999       1242076538     220200200022   1         57.3                33.9                .         3           25APR2014    29APR2014      8.95      23.4
92            121086         1242130888     240500100017   3         160.5               23.75               .         1           01MAY2014    01MAY2014      17.95     89.25
5             99999999       1242140006     240100100159   1         31.4                13.9                .         3           02MAY2014    07MAY2014      8.95      17.5
90            99999999       1242140009     240100100434   1         16.4                8.05                .         2           02MAY2014    04MAY2014      6.95      8.35
90            99999999       1242140009     240100400128   1         192.4               89.9                .         2           02MAY2014    04MAY2014      17.95     102.5
90            121032         1242149082     210200300006   1         14.3                7.7                 .         1           03MAY2014    03MAY2014      6.95      6.6
90            121032         1242149082     210201200033   4         56.8                6.45                .         1           03MAY2014    03MAY2014      8.95      31
5             99999999       1242159212     230100200029   2         446.6               101.65              .         3           04MAY2014    09MAY2014      44.66     243.3
2550          99999999       1242161468     240100100232   3         9.6                 1.3                 .         3           04MAY2014    09MAY2014      6.95      5.7
2550          99999999       1242161468     240100400080   1         222                 110.95              .         3           04MAY2014    09MAY2014      22.2      111.05
46966         99999999       1242162201     240200100053   2         174.4               44.95               .         3           05MAY2014    06MAY2014      17.95     84.5
1033          99999999       1242173926     230100600026   3         355.8               59.4                .         3           06MAY2014    10MAY2014      35.58     177.6
41            120136         1242185055     240300100049   1         19.9                8.9                 .         1           08MAY2014    08MAY2014      6.95      11
70079         99999999       1242214574     240200100230   2         29.4                6.65                .         3           11MAY2014    14MAY2014      6.95      16.1
171           120127         1242229985     220130100189   2         189.4               47.45               .         1           13MAY2014    13MAY2014      17.95     94.5
70187         99999999       1242259863     240200100157   2         706.2               196.15              .         2           16MAY2014    21MAY2014      70.62     313.9
10            121105         1242265757     240700100004   3         79.8                13.75               .         1           16MAY2014    16MAY2014      10.95     38.55
27            99999999       1242449327     240100100679   2         91.6                19.5                .         3           05JUN2014    10JUN2014      12.95     52.6
10            121071         1242458099     230100400007   1         12.2                4.9                 .         1           06JUN2014    06JUN2014      6.95      7.3
34            99999999       1242467585     240100100690   2         403                 86.1                .         3           07JUN2014    13JUN2014      40.3      230.8
34            99999999       1242467585     240100100737   5         239.5               20.65               .         3           07JUN2014    13JUN2014      23.95     136.25
31            99999999       1242477751     220200200036   2         120.4               27.4                .         3           08JUN2014    12JUN2014      15.95     65.6
31            99999999       1242477751     220200200077   2         277.6               63.15               .         3           08JUN2014    12JUN2014      27.76     151.3
5             121056         1242493791     220200100009   2         126.8               30.5                .         1           10JUN2014    10JUN2014      15.95     65.8
31            121067         1242502670     230100500056   2         16                  3.5                 .         1           11JUN2014    11JUN2014      6.95      9
31            121067         1242502670     230100500087   2         195                 40.55               .         1           11JUN2014    11JUN2014      17.95     113.9
17023         99999999       1242515373     240200100057   4         168                 20.25               .         3           13JUN2014    18JUN2014      17.95     87
70165         99999999       1242534503     240200100118   4         702                 89.55               .         3           15JUN2014    22JUN2014      70.2      343.8
89            99999999       1242557584     240500200083   2         134.6               28                  .         2           17JUN2014    21JUN2014      15.95     78.6
171           120130         1242559569     220130700023   1         73.99               44.25               0.3       1           18JUN2014    18JUN2014      10.95     29.74
2806          99999999       1242568696     240100100029   2         239                 51.7                .         2           18JUN2014    22JUN2014      23.9      135.6
2806          99999999       1242568696     240100400098   3         755.4               125.85              .         2           18JUN2014    22JUN2014      75.54     377.85
